S/N,Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction",Business Registration Date,Terminal Assignment Date,Last Transaction Date
406,April,2070591Q,P260301198629,Adex Ventures,"101,800.00",15,"87,100.00",1,"20,000.00",TRUE,0,,,
407,April,2070YI0W,P260300973774,FOODCO NIG ABEOKUTA 3,"101,775.00",15,0,0,"20,000.00",TRUE,0,,,
408,April,2070F4VR,P260301494177,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -UPTOWN UNISEX SALOON","101,500.00",15,0,0,"20,000.00",TRUE,0,,,
409,April,2070CFGA,P260301700220,Oola Ventrs,"100,300.00",11,"259,800.00",6,"20,000.00",TRUE,0,,,
410,April,207027IU,P260300022967,A1 Global Ventures 2,"100,000.00",1,"99,800.00",1,"20,000.00",TRUE,0,,,
411,April,2070CAKJ,P260301652777,Ajibola Telecom 4,"98,600.00",16,"51,700.00",11,"20,000.00",TRUE,0,,,
412,April,2057MXNQ,P260300599570,Alaloye Concept 2,"98,000.00",14,"137,500.00",6,"20,000.00",TRUE,0,,,
413,April,2057YXJQ,P260301165947,Glory Cash Points,"96,750.00",12,"12,000.00",3,"20,000.00",TRUE,0,,,
414,April,2033TEPT,P260301292309,Omowuni Ventures,"96,000.00",22,"337,950.00",6,"20,000.00",TRUE,0,,,
415,April,2033CVIP,P260300122343,Arise and shine Ventures,"95,800.00",9,0,0,"20,000.00",TRUE,0,,,
416,April,2033CUYB,P260300115005,Diamond photography venture 2,"95,200.00",13,"97,800.00",15,"20,000.00",TRUE,0,,,
417,April,2057O3UR,P260301821542,Sholarz Venture 2,"94,000.00",8,"107,000.00",4,"20,000.00",TRUE,0,,,
418,April,20700RNN,P260301351880,Oluyole Arcade,"93,600.00",41,0,0,"20,000.00",TRUE,0,,,
419,April,2033GZB5,17298533,A BEST COM VENTURE,"92,950.00",12,0,0,"20,000.00",TRUE,0,,,
420,April,2070448M,P260301274145,Kunfayakun Ventures,"92,200.00",13,"137,200.00",5,"20,000.00",TRUE,0,,,
421,April,2070WT1S,P260301045729,Olas Venture,"91,000.00",20,"117,800.00",3,"20,000.00",TRUE,0,,,
422,April,207076LU,P260301195376,Akrom Ventures 2,"89,200.00",12,"92,000.00",3,"20,000.00",TRUE,0,,,
423,April,2070VB1P,P260300973615,Okate Dan Mandara,"89,200.00",9,"74,500.00",4,"20,000.00",TRUE,0,,,
424,April,207015VI,P260300166134,Meenah Ventures,"88,200.00",4,"207,450.00",8,"20,000.00",TRUE,0,,,
425,April,2070RLA4,P260300617707,"1004 Cravings - Strands BeautyStudios","87,500.00",22,0,0,"20,000.00",TRUE,0,,,
426,April,2033CLTK,P260300114851,Famous K,"86,800.00",17,"45,600.00",4,"20,000.00",TRUE,0,,,
427,April,2070958Z,P260300254659,"Al Habeeb communicationVenture 3","86,600.00",10,0,0,"20,000.00",TRUE,0,,,
428,April,2070N1QR,P260300638518,"247Data Communications - 247Data Communications","86,100.00",18,0,0,"20,000.00",TRUE,0,,,
429,April,20707YGZ,P260301044068,Alaloye Concept,"85,400.00",14,"69,300.00",6,"20,000.00",TRUE,0,,,
430,April,2057XDMO,P260301091805,Hotel De Phil,"83,020.00",4,0,0,"20,000.00",TRUE,0,,,
431,April,2070222H,P260301045726,MACJAY Enterprises,"83,000.00",17,"69,150.00",8,"20,000.00",TRUE,0,,,
432,April,2057DNJS,P260301582021,Oriowo Ventures 2,"80,300.00",6,"146,270.00",4,"20,000.00",TRUE,0,,,
433,April,2070Z1JO,P260300672323,City link Hotels,"79,900.00",17,0,0,"20,000.00",TRUE,0,,,
434,April,2033D3QP,P260301494179,Ayokemi ventures,"78,000.00",15,"78,000.00",1,"20,000.00",TRUE,0,,,
435,April,2057VJNN,P260300739805,F and A BODIJA,"77,700.00",24,0,0,"20,000.00",TRUE,0,,,
436,April,2033TCNA,7.02308E+13,Cephs Kitchens,"76,900.00",25,0,0,"5,000.00",TRUE,0,,,
437,April,2057TZNF,P260300738962,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYOLAREM LPG","76,800.00",3,0,0,"20,000.00",TRUE,0,,,
438,April,2033CVOB,P260300115006,Ola-Oluwa 2,"76,100.00",1,"111,000.00",1,"20,000.00",TRUE,0,,,
439,April,2070TII7,P260300497467,"Petes Bar and Lounge - Petes Barand Lounge","75,800.00",9,0,0,"20,000.00",TRUE,0,,,
440,April,2057MRDG,P260300453242,Abaniseloluwa,"75,700.00",28,"72,700.00",4,"20,000.00",TRUE,0,,,
441,April,2057DZNF,P260300352669,Multrix Multi Services Limited,"74,900.00",3,"19,000.00",5,"20,000.00",TRUE,0,,,
442,April,2033LMH5,P260300116396,"Al- Habeeb communicationVenture 2","74,500.00",17,0,0,"20,000.00",TRUE,0,,,
443,April,2070977B,P260300523165,As-salam ventures,"74,350.00",14,"22,000.00",2,"20,000.00",TRUE,0,,,
444,April,2057AQTS,P260300418549,Ibrahim Oladejo,"73,800.00",8,"7,000.00",2,"20,000.00",TRUE,0,,,
445,April,2033INMM,P260300458174,Finrel olorunsogo 2,"71,650.00",16,0,0,"20,000.00",TRUE,0,,,
446,April,2070V59T,P260301222895,SAO COCA COLA 1,"70,890.00",9,0,0,"20,000.00",TRUE,0,,,
447,April,2070HE4Q,P260301122804,CEEDOO VENTURE,"69,400.00",12,"8,000.00",2,"20,000.00",TRUE,0,,,
448,April,20700IKB,P260301216657,Sholarz Ventures,"69,300.00",9,"103,000.00",7,"20,000.00",TRUE,0,,,
449,April,2033OKST,P260301205940,Arik venture limited,"68,900.00",16,"104,900.00",6,"20,000.00",TRUE,0,,,
450,April,207068PS,P260301173235,E&E Easycash1,"68,450.00",12,"16,000.00",2,"20,000.00",TRUE,0,,,
451,April,20331UUP,P260300118242,Abdullah Multi ventures,"64,400.00",4,"128,500.00",8,"20,000.00",TRUE,0,,,
452,April,2033OMJK,P260301183918,Embedded Joint Venture,"64,000.00",9,"162,900.00",3,"20,000.00",TRUE,0,,,
453,April,20704MXQ,P260301460412,Ayonitemi Multi Venture,"61,350.00",16,0,0,"20,000.00",TRUE,0,,,
454,April,207038RT,P260301555077,Al-Barka Communications,"60,200.00",2,0,0,"20,000.00",TRUE,0,,,
455,April,2033LJW9,P260301173236,"Al-Habeeb communicationVentures","60,050.00",15,"7,000.00",1,"20,000.00",TRUE,0,,,
456,April,2070GE7J,P260300807492,Hesed Pharmacy,"58,250.00",29,0,0,"20,000.00",TRUE,0,,,
457,April,2033FOQO,P260301173237,Onaopemipo store,"57,100.00",5,"38,000.00",1,"20,000.00",TRUE,0,,,
458,April,20331MEN,P260300499616,Everfresh Pharmacy and stores,"55,750.00",9,"56,000.00",1,"20,000.00",TRUE,0,,,
459,April,2070OM1U,P260301164211,Vista Forte Pharmacy ltd,"55,400.00",24,"32,300.00",2,"20,000.00",TRUE,0,,,
460,April,2070CSTL,P260301700228,Plux Digital Consult 2,"55,100.00",7,0,0,"20,000.00",TRUE,0,,,
461,April,207022SJ,P260301198761,Marker and Maker Services,"54,850.00",10,"113,150.00",5,"20,000.00",TRUE,0,,,
462,April,2070CFJW,P260301700227,PerfectENiara 4,"52,550.00",9,0,0,"20,000.00",TRUE,0,,,
463,April,2070SNN9,P260300548975,Chrysalis Jazz Ringroad,"51,500.00",2,0,0,"20,000.00",TRUE,0,,,
464,April,2214QLTB,C41P008D01502308,Abepel Venture,"51,200.00",8,"63,350.00",4,"20,000.00",TRUE,0,,,
465,April,20337GS6,P260300549905,Oluwatobi Stores,"50,000.00",1,"255,000.00",3,"20,000.00",TRUE,0,,,
466,April,2057USAK,P260300779655,Ewafimihan limited,"50,000.00",1,"49,880.00",1,"20,000.00",TRUE,0,,,
467,April,2057IWHG,P260301352258,Mosh supermarket Iseyin 1,"48,530.00",21,0,0,"20,000.00",TRUE,0,,,
468,April,2033QKH1,P260300074716,Hadash credit services,"48,200.00",5,"60,000.00",1,"20,000.00",TRUE,0,,,
469,April,2057XDDH,P260301091807,SheAdvance Solutions,"47,400.00",15,0,0,"20,000.00",TRUE,0,,,
470,April,20703MTW,P260300420622,"Arike Ade provision and varietiesstore","46,800.00",9,"12,000.00",1,"20,000.00",TRUE,0,,,
471,April,2070N051,P260300134580,Allateef 2,"46,250.00",12,"45,700.00",5,"20,000.00",TRUE,0,,,
472,April,2057CBGL,P260301292308,Temxy Venture,"45,850.00",12,"43,200.00",2,"20,000.00",TRUE,0,,,
473,April,2057XYRD,P260301040114,Fan Express,"45,800.00",7,"35,400.00",2,"20,000.00",TRUE,0,,,
474,April,2057HJNB,P260301352255,Holuremmy Ventures,"44,600.00",13,"27,500.00",6,"20,000.00",TRUE,0,,,
475,April,2214ETXI,P260301761113,Money World 12,"44,215.00",12,"66,265.00",3,"20,000.00",TRUE,0,,,
476,April,207039LX,P260301479832,Honey Ventures,"43,450.00",5,"154,800.00",2,"20,000.00",TRUE,0,,,
477,April,2070J2ZS,P260300797833,"Engulf Virtual RealityTechnologies","42,500.00",11,0,0,"20,000.00",TRUE,0,,,
478,April,2033TDHC,P260300983984,Modupe Venture,"42,100.00",7,"19,600.00",3,"20,000.00",TRUE,0,,,
479,April,2033IYZ7,22116593,Benike cooperative society,"41,260.00",2,"10,000.00",1,"20,000.00",TRUE,0,,,
480,April,2057TSZA,P260300740901,Folarin Multi Ventures,"41,100.00",8,"11,700.00",3,"20,000.00",TRUE,0,,,
481,April,2033CKIY,P260301165949,Money World Ventures 3,"38,700.00",3,0,0,"20,000.00",TRUE,0,,,
482,April,2057O2CB,C42P008D01806229,Top4 Business Center,"38,400.00",9,"20,800.00",8,"20,000.00",TRUE,0,,,
483,April,2033ZOJL,P260300499615,Latmus Telecom,"37,900.00",10,"12,900.00",4,"20,000.00",TRUE,0,,,
484,April,2057UKPR,P260301335691,ID ventrs,"37,100.00",5,"33,600.00",4,"20,000.00",TRUE,0,,,
485,April,2070KLL9,P260300524691,Olum Ventures,"36,600.00",4,"22,700.00",2,"20,000.00",TRUE,0,,,
486,April,2070IG0F,P260301338762,Onas Venture,"36,600.00",7,"13,700.00",3,"20,000.00",TRUE,0,,,
487,April,2070Z5VN,P260300654204,Holasquare 1,"36,400.00",6,"43,000.00",2,"20,000.00",TRUE,0,,,
488,April,2057UBEM,P260300617711,Triple m ventures,"35,850.00",6,"17,000.00",2,"20,000.00",TRUE,0,,,
489,April,2070KE7N,C41P008D01509562,Awwal Cncept,"34,800.00",6,"16,800.00",4,"20,000.00",TRUE,0,,,
490,April,22149J5O,P260301816263,DARAMOLA TOYIN FLORENCE,"34,000.00",2,"72,000.00",2,"20,000.00",TRUE,0,,,
491,April,2057HKGB,P260301219082,Kounty,"34,000.00",5,0,0,"20,000.00",TRUE,0,,,
492,April,2070O3OG,P260300739803,KIDDIES PARK BODIJA,"34,000.00",9,0,0,"20,000.00",TRUE,0,,,
493,April,2057HIBX,P260301347829,Whykayy,"33,500.00",7,0,0,"20,000.00",TRUE,0,,,
494,April,2033FRRX,P260300838718,Asoniaji Venture,"33,400.00",9,0,0,"20,000.00",TRUE,0,,,
495,April,2057TTEB,P260300803818,PerfectENaira 3,"33,050.00",9,"3,700.00",2,"20,000.00",TRUE,0,,,
496,April,2070VD1F,P260300973605,Mobile Tasty kitchen,"31,850.00",6,0,0,"20,000.00",TRUE,0,,,
497,April,2033LWQ7,P260300492612,Yah Salam Business Ventures,"31,500.00",7,"7,000.00",1,"20,000.00",TRUE,0,,,
498,April,2070686C,P260301170064,Iya mama ventures,"30,950.00",7,"36,400.00",4,"20,000.00",TRUE,0,,,
499,April,2033FTFU,P260300161943,Great grace and mercy ventures,"30,550.00",7,0,0,"20,000.00",TRUE,0,,,
500,April,2057Q2QS,P260301821543,Precious247 Enterprise 2,"30,300.00",7,0,0,"20,000.00",TRUE,0,,,
501,April,2070I1GX,P260300852653,Jofes supermarket Ibadan 2,"30,250.00",8,0,0,"20,000.00",TRUE,0,,,
502,April,2070L5NM,P260301262489,Ogedotun,"30,000.00",1,0,0,"20,000.00",TRUE,0,,,
503,April,2070773C,P260301292305,Triple A Venture,"29,800.00",8,"18,600.00",4,"20,000.00",TRUE,0,,,
504,April,2033JHMN,P260300720126,PerfectEnaira Global services,"28,900.00",10,0,0,"20,000.00",TRUE,0,,,
505,April,2057EOGA,P260300536892,Imrad Venture,"28,250.00",3,0,0,"20,000.00",TRUE,0,,,
506,April,2033CUTI,P260301581187,Ayo-Ade,"26,500.00",3,0,0,"20,000.00",TRUE,0,,,
507,April,207018RG,P260300174858,God's Favour Ventures,"26,300.00",3,"239,000.00",6,"20,000.00",TRUE,0,,,
508,April,207024FX,P260300556201,Cash &smile,"25,650.00",5,"998,650.00",8,"20,000.00",TRUE,0,,,
509,April,2057A43S,C41P008D01509567,Ola Tem Business ventres 2,"24,900.00",8,"27,250.00",3,"20,000.00",TRUE,0,,,
510,April,2057XGVT,P260301086248,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY OKEARO","24,600.00",2,0,0,"20,000.00",TRUE,0,,,
511,April,2070YU9I,P260301044069,Korex Ventures,"24,500.00",5,"39,600.00",4,"20,000.00",TRUE,0,,,
512,April,207076RA,22115678,Mighty-jacko Ltd,"24,400.00",7,"50,358.00",2,"20,000.00",TRUE,0,,,
513,April,2070WI01,P260300443516,Zoe Enterprise,"23,750.00",7,"8,450.00",1,"20,000.00",TRUE,0,,,
514,April,2070NRE7,P260301347827,Friendly Top molete,"22,520.00",11,0,0,"20,000.00",TRUE,0,,,
515,April,207027MC,P260301479833,Zeenat Ventures,"22,200.00",5,"12,000.00",2,"20,000.00",TRUE,0,,,
516,April,2057XWPA,P260301092568,Nibol Link Venture,"21,850.00",2,0,0,"20,000.00",TRUE,0,,,
517,April,207004WR,P260300198177,Adeoba Ventures,"20,100.00",2,"41,480.00",2,"20,000.00",TRUE,0,,,
518,April,2033QEY5,P260300576179,BMA 2 VENTURES,"19,100.00",7,"23,600.00",3,"20,000.00",FALSE,0,,,
519,April,2214JV89,P260301761112,Amazing Grace Store 3,"18,060.00",3,0,0,"20,000.00",FALSE,0,,,
520,April,2033CIRK,P260300114504,Hormoh concept,"17,850.00",4,"3,000.00",1,"20,000.00",FALSE,0,,,
521,April,2070HFCZ,P260301520681,Black N Grey Saloon and Spa,"17,500.00",4,0,0,"20,000.00",FALSE,0,,,
522,April,2057NJOS,P260301043760,Mighty Glory 2,"17,300.00",8,0,0,"20,000.00",FALSE,0,,,
523,April,2057IADD,P260301345853,Matti Grills Brand,"16,900.00",5,0,0,"20,000.00",FALSE,0,,,
524,April,2070YD82,P260301815579,Foodco Abeokuta Delivery,"16,695.00",5,0,0,"20,000.00",FALSE,0,,,
525,April,2070EZA0,P260300218366,ObaGOAL Concept 2,"16,200.00",5,"54,500.00",4,"20,000.00",FALSE,0,,,
526,April,2070TFV9,P260300564180,Ola Anobi Enterprises,"15,300.00",1,"6,000.00",1,"20,000.00",FALSE,0,,,
527,April,2033JGLV,P260300219918,HORMOH CONCEPT 2,"14,250.00",3,0,0,"20,000.00",FALSE,0,,,
528,April,2070GS4N,P260301671979,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -Sunrise Pharm Supermarket","13,500.00",7,0,0,"20,000.00",FALSE,0,,,
529,April,2070YF0E,P260300973777,FOODCO NIG IDI ABA 1,"12,315.00",5,0,0,"20,000.00",FALSE,0,,,
530,April,2033OXK6,P260300652261,Prince Wale Ventures,"11,000.00",4,"231,200.00",5,"20,000.00",FALSE,0,,,
531,April,2214RANU,P260301754914,Ibachi Bubble Tea Bar 3,"10,965.00",3,0,0,"20,000.00",FALSE,0,,,
532,April,2070J3PW,P260301216640,"Tamberma Restaurant IyagankuGRA","10,319.51",2,0,0,"20,000.00",FALSE,0,,,
533,April,2057XWCY,P260301092570,Authentik Golden Concept,"10,000.00",1,"74,500.00",2,"20,000.00",FALSE,0,,,
534,April,2070HSFM,P260301671403,Radiant Ewa Enterprse,"10,000.00",1,"2,500.00",1,"20,000.00",FALSE,0,,,
535,April,2070MX4L,P260301198628,Annytez Multilinks Production,"9,700.00",4,"15,000.00",1,"20,000.00",FALSE,0,,,
536,April,2070FGOQ,P260301170355,Innocent T and k 2,"9,000.00",1,"42,700.00",2,"20,000.00",FALSE,0,,,
537,April,2033KVJ6,P260300244307,T&T Ventures,"9,000.00",4,"20,050.00",1,"20,000.00",FALSE,0,,,
538,April,2057XYJD,P260301040113,Iyiola Venture,"8,600.00",2,"8,000.00",2,"20,000.00",FALSE,0,,,
539,April,2033GZJ5,P260301581185,Karimoht Azeez,"8,200.00",2,"25,000.00",1,"20,000.00",FALSE,0,,,
540,April,2057V96B,P260301745146,AK concept 2,"8,000.00",1,"17,530.00",4,"20,000.00",FALSE,0,,,
541,April,2057BGXS,P260300076067,Vikky Global Venture,"8,000.00",2,0,0,"20,000.00",FALSE,0,,,
542,April,20705QMB,P260300355761,Shammah Ventures,"7,700.00",2,0,0,"20,000.00",FALSE,0,,,
543,April,2070O3OD,P260300739800,BODIJA PHOTO PRO,"7,500.00",1,0,0,"20,000.00",FALSE,0,,,
544,April,2070N3HM,P260300617042,Abundance rest 2,"5,000.00",1,0,0,"20,000.00",FALSE,0,,,
545,April,20338ANN,P260301180765,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -SUNRISE PHARMACY","5,000.00",4,0,0,"20,000.00",FALSE,0,,,
546,April,2070N9TG,P260301347012,SAO Oke Ado 7,"4,800.00",5,0,0,"20,000.00",FALSE,0,,,
547,April,207084LV,P260300509390,Nulat Global Service,"4,000.00",1,0,0,"20,000.00",FALSE,0,,,
548,April,20704QSA,P260301045727,VACATION HAUS 2,"4,000.00",1,0,0,"20,000.00",FALSE,0,,,
549,April,2033QGP9,P260300556345,Oma global 3,"3,600.00",1,0,0,"20,000.00",FALSE,0,,,
550,April,2070THA5,P260301338761,Tkl,"3,500.00",2,0,0,"20,000.00",FALSE,0,,,
551,April,2070I8TG,P260300654203,TestyMed Health care and stores,"3,200.00",2,"4,550.00",2,"20,000.00",FALSE,0,,,
552,April,207069TG,P260300497468,Al-Qaadi Ventures,"3,000.00",3,"36,500.00",3,"20,000.00",FALSE,0,,,
553,April,2070X5EL,P260300613880,GENA 3,"3,000.00",1,0,0,"20,000.00",FALSE,0,,,
554,April,2070Y1FD,P260300672320,Suboj oil and gas,"2,900.00",1,0,0,"20,000.00",FALSE,0,,,
555,April,2070J1CP,P260301761114,ADERIBIGBE PAULINE ADENIKE,"2,600.00",1,"2,800.00",1,"20,000.00",FALSE,0,,,
556,April,2057P8JT,C42P008D01806231,SAFIU SULAIMON OLALEKAN,"2,000.00",1,0,0,"20,000.00",FALSE,0,,,
557,April,2070P3NJ,P260300739817,TECH ZONE BODIJA,"1,600.00",3,0,0,"20,000.00",FALSE,0,,,
558,April,2070XA7E,P260301122802,"Greenplus pharmaceuticals andhealthcare services mokola","1,580.00",1,0,0,"20,000.00",FALSE,0,,,
559,April,2070829S,P260300068462,Azetec Enterprise,"1,500.00",1,"1,000.00",1,"20,000.00",FALSE,0,,,
560,April,2070F8MJ,P260301262486,Smiles Ventures,"1,100.00",1,"18,800.00",1,"20,000.00",FALSE,0,,,
561,April,20575JQQ,P260300730676,Al Qudus,"1,000.00",1,0,0,"20,000.00",FALSE,0,,,
562,April,2070O7NH,P260300613066,"Mosh Pharmacy and Supermarketile tuntun",800,1,0,0,"20,000.00",FALSE,0,,,
563,April,2057ESSZ,P260301040862,Opeyemi Venture 2,500,1,"14,000.00",1,"20,000.00",FALSE,0,,,
564,April,2033FJAL,P260300244305,BIN UMAR VENTURE,0,0,"3,229,000.00",23,"20,000.00",FALSE,2,,,
565,April,2033NPA6,P260301262488,Sir Crown Business Ventures,0,0,"92,794.25",3,"20,000.00",FALSE,1,,,
566,April,2070906J,P260300351755,"JoyYieldSeed Telecom -JoyYieldSeed Telecom",0,0,"80,800.00",2,"20,000.00",FALSE,0,,,
567,April,2033CNEI,P260300838716,Ola-Oluwa ventures,0,0,"41,000.00",1,"20,000.00",FALSE,1,,,
568,April,2070P7ED,P260301131934,KLmm Ventures,0,0,0,0,"20,000.00",FALSE,16,,,
569,April,2070KBZU,P260301560111,Richi ventr,0,0,0,0,"20,000.00",FALSE,3,,,
570,April,2070Z0AM,P260300365203,FinrelNigeria Olomi 3,0,0,0,0,"20,000.00",FALSE,8,,,
571,April,2033ZPNJ,P260301195377,"SUNRISE UNIVERSALINTEGRATED SUPERMARKET -SUNRISE PHARMACY",0,0,0,0,"20,000.00",FALSE,_,,,
572,April,2033TJC9,P260300607070,"Omak healthcare services - OmakSupermarket Moniya",0,0,0,0,"20,000.00",FALSE,21,,,
573,April,20338BP7,P260300546422,Chrysalis Great Outdoor,0,0,0,0,"20,000.00",FALSE,8,,,
574,April,20338BP2,P260300546419,Chrysalis Wingit,0,0,0,0,"20,000.00",FALSE,72,,,
575,April,20337YX2,P260300548978,Ayomide Ventures 1,0,0,0,0,"20,000.00",FALSE,186,,,
576,April,2070UT5I,P260301083326,SAO RING ROAD 4,0,0,0,0,"20,000.00",FALSE,77,,,
577,April,2070UM5G,P260301083325,SAO DANDARU 4,0,0,0,0,"20,000.00",FALSE,42,,,
578,April,20709O4X,P260300502744,Olamilekan Ventures,0,0,0,0,"20,000.00",FALSE,7,,,
579,April,2070TN5L,P260301083327,SAO RING ROAD 5,0,0,0,0,"20,000.00",FALSE,85,,,
580,April,2070JY5Z,P260301083324,SAO MONATAN 3,0,0,0,0,"20,000.00",FALSE,9,,,
581,April,2070URI8,P260300509391,Gravano Lounge,0,0,0,0,"20,000.00",FALSE,34,,,
582,April,2070NJ5F,P260301083329,SAO COCA COLA 5,0,0,0,0,"20,000.00",FALSE,3,,,
583,April,2057NFYN,P260301040863,Jofes International 1,0,0,0,0,"20,000.00",FALSE,2,,,
584,April,2070H8ZG,P260301642798,FinrelNigeria Olomi 2,0,0,0,0,"20,000.00",FALSE,20,,,
585,April,2070JII9,P260300524693,Olatunji Telecom 2,0,0,0,0,"20,000.00",FALSE,181,,,
586,April,2070N0WY,P260300673394,SAO Oke Ado 3,0,0,0,0,"20,000.00",FALSE,7,,,
587,April,2057XGSZ,P260301616630,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY DUGBE",0,0,0,0,"20,000.00",FALSE,_,,,
588,April,2070N0WM,P260300673393,SAO Jericho 3,0,0,0,0,"20,000.00",FALSE,15,,,
589,April,2070N0VW,P260300673391,SAO Odo Ona 3,0,0,0,0,"20,000.00",FALSE,102,,,
590,April,2057ZDJB,P260301123327,NYSC Oyo staff CICS,0,0,0,0,"20,000.00",FALSE,1,,,
591,April,20575KUS,P260300363932,Kinematics Technologies 2,0,0,0,0,"20,000.00",FALSE,14,,,
592,April,20709DQM,P260300315012,Otis lounge,0,0,0,0,"20,000.00",FALSE,15,,,
593,April,20700NGV,P260300458170,FinrelNigeria Adegbayi,0,0,0,0,"20,000.00",FALSE,19,,,
594,April,2057YPZQ,P260301171376,Anikeola,0,0,0,0,"20,000.00",FALSE,127,,,
595,April,2057ZIFW,P260301171378,REVEL LOUNGE 2,0,0,0,0,"20,000.00",FALSE,193,,,
596,April,20700NGR,P260301192938,FinrelNigeria Adegbayi FinCafe,0,0,0,0,"20,000.00",FALSE,5,,,
597,April,20700NGP,P260300137505,FinrelNigeria Alakia,0,0,0,0,"20,000.00",FALSE,4,,,
598,April,20700NGM,P260300431729,FinrelNigeria Eatery Olomi,0,0,0,0,"20,000.00",FALSE,4,,,
599,April,2070W3DN,P260301164214,"VISTA FORTE PHARMACY LTD2",0,0,0,0,"20,000.00",FALSE,134,,,
600,April,20700CYN,P260300425963,Tonik Pharmacy,0,0,0,0,"20,000.00",FALSE,2,,,
601,April,2033TQJK,P260301494175,Beloved Enterprise,0,0,0,0,"20,000.00",FALSE,2,,,
602,April,2033TNDW,P260300416743,Amazing Grace AG Ventures,0,0,0,0,"20,000.00",FALSE,7,,,
603,April,2070N0VM,P260300673390,SAO Idi Ape 3,0,0,0,0,"20,000.00",FALSE,7,,,
604,April,20709EMW,P260301092569,FinrelNigeria 3,0,0,0,0,"20,000.00",FALSE,13,,,
605,April,2070D214,P260300459972,FinrelNigeria 2,0,0,0,0,"20,000.00",FALSE,20,,,
606,April,2033OFDW,P260300256562,Money World Ventures 11,0,0,0,0,"20,000.00",FALSE,9,,,
607,April,20337ZYF,P260301352257,MVP Kitchen,0,0,0,0,"20,000.00",FALSE,1,,,
608,April,2033PCKK,P260300674094,AOT Consultant 6,0,0,0,0,"20,000.00",FALSE,1,,,
609,April,2033OSZP,P260300377171,Olawunmi Ventures,0,0,0,0,"20,000.00",FALSE,6,,,
610,April,2033OSNC,P260300234156,Money world 10,0,0,0,0,"20,000.00",FALSE,3,,,
611,April,2057UVHJ,P260301188119,"DATOPOS STORES ANDENTERPRISE",0,0,0,0,"20,000.00",FALSE,115,,,
612,April,2070T0LE,P260301045725,FinrelNigeria Alaka 2,0,0,0,0,"20,000.00",FALSE,15,,,
613,April,2070AVGU,P260300563467,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANYEGBEDA",0,0,0,0,"20,000.00",FALSE,30,,,
614,April,2070T0LI,P260301347014,FinrelNigeria Akobo,0,0,0,0,"20,000.00",FALSE,18,,,
615,April,2033EQLW,P260301172678,Tadex World,0,0,0,0,"20,000.00",FALSE,76,,,
616,April,2070G1PX,P260300613065,FinrelNigeria Adegbayi 2,0,0,0,0,"20,000.00",FALSE,20,,,
617,April,20338BR2,P260300546423,Dash Glorious,0,0,0,0,"20,000.00",FALSE,2,,,
618,April,2057XGST,P260301086255,"BOVAS & COMPANY LIMITED -BOVAS AND COMPANY AJASEIPO 2",0,0,0,0,"20,000.00",FALSE,26,,,
619,April,2070YW0P,P260300992585,FOODCO NIG MONATAN 4,0,0,0,0,"20,000.00",FALSE,3,,,
620,April,2033XYP6,P260301183919,Daddy T and T venture,0,0,0,0,"20,000.00",FALSE,47,,,
621,April,2070MQ5J,P260301165816,AK CONCEPT,0,0,0,0,"20,000.00",FALSE,59,,,
622,April,2070Z0AR,P260300453112,FinrelNigeria Adegbayi 3,0,0,0,0,"20,000.00",FALSE,11,,,
623,April,2033XBG7,P260300159007,Omoboriowo,0,0,0,0,"20,000.00",FALSE,1,,,
624,April,2070IKTH,P260301195527,Rftadeola Venture,0,0,0,0,"20,000.00",FALSE,1,,,
625,April,2033FJKF,P260300160015,Abidec venture,0,0,0,0,"20,000.00",FALSE,150,,,
626,April,2033FJFX,P260300670770,Olatose ventures,0,0,0,0,"20,000.00",FALSE,1,,,
627,April,2070UG4K,P260300509167,Fortunate,0,0,0,0,"20,000.00",FALSE,50,,,
628,April,20700WOH,P260300610261,Adenet Ventures,0,0,0,0,"20,000.00",FALSE,180,,,
629,April,2070YR4X,P260301205942,"Mosh Pharmacy and Supermarket11",0,0,0,0,"20,000.00",FALSE,39,,,
630,April,2070RJ3U,P260301204048,THE DEW FINANCIAL SERVICE,0,0,0,0,"20,000.00",FALSE,1,,,
631,April,2070Z0AE,P260300564181,FinrelNigeria Adegbayi eatery,0,0,0,0,"20,000.00",FALSE,8,,,
632,April,2070MK4T,P260301198627,Akinz 2,0,0,0,0,"20,000.00",FALSE,101,,,
633,April,2033FPNZ,P260300160008,Dominion communication,0,0,0,0,"20,000.00",FALSE,9,,,
634,April,2057BPSZ,P260301219470,Al mustapha,0,0,0,0,"20,000.00",FALSE,171,,,
635,April,2057AKGQ,P260301219474,Obago,0,0,0,0,"20,000.00",FALSE,227,,,
636,April,20331JCX,P260300693123,Weeldrop logistics Ashi,0,0,0,0,"20,000.00",FALSE,139,,,
637,April,2033GEFU,P260301274399,Abu aish Islamic Venture 2,0,0,0,0,"20,000.00",FALSE,118,,,
